discount_id,name,is_seasonal,percent_off,previous_percent_off
1000164,Quantity Discount,False,24,
1000165,Summer Sale,True,65,
1000166,VIP Discount,False,19,
1000167,Back to School Discount,True,30,
1000168,VIP Discount,False,25,29.0
1000169,Tiered Discount (Gold),True,19,
1000170,Weekend Offer,False,51,17.0
1000171,Bundle Discount,False,30,
1000172,Member Appreciation,True,58,
1000173,Member Appreciation,True,13,
1000174,Bundle Discount,False,31,
1000175,Senior Discount,True,24,36.0
1000176,Military Discount,True,45,
1000177,Early Bird Savings,True,29,
1000178,Limited Time Offer,True,31,
1000179,Member Appreciation,False,59,
1000180,Loyalty Reward,False,39,
1000181,Limited Time Offer,False,14,
1000182,Bundle Discount,False,34,
1000183,Senior Discount,False,19,
1000184,Limited Time Offer,False,22,
1000185,Back to School Discount,True,23,
1000186,VIP Discount,False,41,
1000187,Seasonal Clearance,True,66,
1000188,Tiered Discount (Silver),False,36,
1000189,Employee Discount,False,40,
1000190,Summer Sale,True,41,
1000191,Employee Discount,False,46,69.0
1000192,Flash Sale,True,46,
1000193,New Customer Bonus,True,37,
1000194,Military Discount,True,48,39.0
1000195,Back to School Discount,False,30,
1000196,Weekend Offer,False,63,
1000197,End of Month Deal,True,25,
1000198,Member Appreciation,False,38,
1000199,Special Promotion,False,31,
1000200,Quantity Discount,False,55,
1000201,Loyalty Reward,True,28,9.0
1000202,Weekend Offer,True,28,
1000203,Weekend Offer,True,55,
1000204,End of Month Deal,False,47,
1000205,Holiday Special,False,48,
1000206,Quantity Discount,True,56,
1000207,Early Bird Savings,False,10,
1000208,Limited Time Offer,True,33,
1000209,Back to School Discount,False,17,
1000210,Employee Discount,True,61,
1000211,Anniversary Discount,True,68,
1000212,First Purchase Discount,True,8,
1000213,New Customer Bonus,True,63,
1000214,Back to School Discount,True,32,
1000215,Loyalty Reward,False,18,
1000216,Price Drop,True,28,
1000217,Limited Time Offer,True,8,
1000218,End of Month Deal,False,13,47.0
1000219,In-Store Only,False,8,
1000220,Tiered Discount (Silver),False,19,
1000221,Senior Discount,False,31,
1000222,Loyalty Reward,False,42,35.0
1000223,Weekend Offer,False,46,
1000224,Seasonal Clearance,False,12,
1000225,Summer Sale,True,21,
1000226,Flash Sale,False,38,
1000227,Tiered Discount (Gold),True,49,
1000228,Member Appreciation,False,63,
1000229,Weekend Offer,False,15,
1000230,Loyalty Reward,False,21,
1000231,Newsletter Subscriber Deal,False,6,
1000232,In-Store Only,True,30,
1000233,Military Discount,False,42,
1000234,Anniversary Discount,False,68,
1000235,Back to School Discount,True,52,
1000236,Anniversary Discount,False,65,
1000237,Tiered Discount (Gold),False,60,
1000238,Seasonal Clearance,True,58,66.0
1000239,Price Drop,True,46,
1000240,Summer Sale,False,21,
1000241,Tiered Discount (Silver),False,66,
1000242,Tiered Discount (Silver),False,15,11.0
1000243,New Customer Bonus,True,19,
1000244,Limited Time Offer,False,34,
1000245,End of Month Deal,True,66,
1000246,Flash Sale,True,5,
1000247,End of Month Deal,False,33,
1000248,Online Exclusive,True,55,
1000249,Early Bird Savings,False,34,
1000250,Senior Discount,True,5,44.0
1000251,VIP Discount,False,10,
1000252,Student Discount,False,52,
1000253,VIP Discount,True,53,
1000254,Early Bird Savings,False,45,
1000255,Seasonal Clearance,False,56,
1000256,Anniversary Discount,True,11,
1000257,Seasonal Clearance,False,18,
1000258,Summer Sale,False,54,
1000259,Bundle Discount,True,37,
1000260,Military Discount,True,61,
1000261,End of Month Deal,False,41,
1000262,Birthday Discount,False,7,
1000263,Bundle Discount,False,52,
1000264,Seasonal Clearance,False,44,
1000265,VIP Discount,False,6,32.0
1000266,New Customer Bonus,True,49,
1000267,Bundle Discount,False,31,
1000268,Early Bird Savings,False,38,60.0
1000269,Senior Discount,True,69,
1000270,Price Drop,True,38,
1000271,Senior Discount,False,25,
1000272,Weekend Offer,False,53,
1000273,Back to School Discount,True,62,
1000274,Online Exclusive,False,36,
1000275,Seasonal Clearance,True,16,
1000276,Online Exclusive,False,24,
1000277,Flash Sale,False,44,15.0
1000278,Loyalty Reward,True,50,
1000279,Holiday Special,False,63,
1000280,Quantity Discount,True,8,39.0
1000281,Flash Sale,True,68,47.0
1000282,Quantity Discount,True,46,
1000283,Online Exclusive,True,48,
1000284,First Purchase Discount,False,54,7.0
1000285,VIP Discount,False,26,
1000286,End of Month Deal,False,15,
1000287,New Customer Bonus,True,64,54.0
1000288,Flash Sale,False,21,
1000289,In-Store Only,False,25,
1000290,Special Promotion,True,30,
1000291,Senior Discount,False,38,
1000292,Employee Discount,True,22,
1000293,Early Bird Savings,True,13,
1000294,First Purchase Discount,False,60,
1000295,Price Drop,True,48,
1000296,Back to School Discount,True,19,17.0
1000297,Senior Discount,False,50,
1000298,Seasonal Clearance,True,53,
1000299,Summer Sale,True,51,19.0
1000300,Senior Discount,False,26,
1000301,Tiered Discount (Gold),True,53,
1000302,Student Discount,False,68,
1000303,Birthday Discount,False,70,13.0
1000304,Tiered Discount (Silver),False,47,
1000305,Holiday Special,True,26,
1000306,Senior Discount,True,14,
1000307,Tiered Discount (Gold),False,58,
1000308,First Purchase Discount,False,24,
1000309,New Customer Bonus,False,51,
1000310,Military Discount,False,33,
1000311,Tiered Discount (Gold),True,58,31.0
1000312,First Purchase Discount,True,70,
1000313,New Customer Bonus,False,28,
1000314,Quantity Discount,True,20,
1000315,Newsletter Subscriber Deal,False,10,
1000316,Limited Time Offer,True,39,
1000317,VIP Discount,False,47,
1000318,Birthday Discount,False,14,
1000319,In-Store Only,True,28,
1000320,Tiered Discount (Silver),True,12,
1000321,Summer Sale,False,13,
1000322,Student Discount,False,52,
1000323,Summer Sale,False,53,
1000324,Anniversary Discount,False,51,47.0
1000325,In-Store Only,False,13,
1000326,Weekend Offer,True,7,
1000327,Tiered Discount (Silver),True,10,
1000328,Weekend Offer,False,42,
1000329,Employee Discount,True,10,
1000330,Anniversary Discount,True,40,
1000331,Online Exclusive,False,31,
1000332,Student Discount,True,27,
1000333,Flash Sale,False,38,22.0
1000334,Referral Bonus,False,36,
1000335,Back to School Discount,False,20,
1000336,End of Month Deal,False,68,
1000337,Holiday Special,False,35,
1000338,Tiered Discount (Silver),False,27,
1000339,Student Discount,True,27,
1000340,Seasonal Clearance,True,36,
1000341,End of Month Deal,False,22,
1000342,Weekend Offer,False,31,
1000343,Quantity Discount,True,22,
1000344,Quantity Discount,False,66,
1000345,Price Drop,True,66,
1000346,Holiday Special,False,25,
1000347,Loyalty Reward,True,21,
1000348,Seasonal Clearance,True,65,
1000349,Military Discount,True,67,
1000350,Senior Discount,True,41,
1000351,Bundle Discount,True,48,25.0
1000352,Bundle Discount,False,9,
1000353,Early Bird Savings,True,33,
1000354,Flash Sale,True,31,
1000355,Loyalty Reward,True,9,
1000356,Referral Bonus,False,24,
1000357,Limited Time Offer,True,11,
1000358,Back to School Discount,True,22,
1000359,Senior Discount,False,61,
1000360,Quantity Discount,False,5,
1000361,Employee Discount,True,28,41.0
1000362,Tiered Discount (Gold),True,23,
1000363,Birthday Discount,False,53,
1000364,Senior Discount,True,42,
1000365,Summer Sale,True,22,
1000366,Anniversary Discount,False,58,
1000367,Employee Discount,False,34,
1000368,Tiered Discount (Silver),False,37,
1000369,Online Exclusive,False,59,
1000370,Student Discount,True,30,
1000371,Member Appreciation,True,67,
1000372,Senior Discount,True,26,70.0
1000373,Newsletter Subscriber Deal,False,26,
1000374,Online Exclusive,True,65,
1000375,Early Bird Savings,True,6,
1000376,Weekend Offer,False,27,
1000377,Quantity Discount,False,13,
1000378,VIP Discount,False,41,
1000379,Member Appreciation,False,37,
1000380,Employee Discount,False,31,36.0
1000381,Special Promotion,True,19,
1000382,Loyalty Reward,False,53,
1000383,Bundle Discount,False,34,
1000384,Senior Discount,True,15,8.0
1000385,Summer Sale,True,58,
1000386,Early Bird Savings,False,15,
1000387,Bundle Discount,False,51,
1000388,Weekend Offer,False,54,
1000389,Early Bird Savings,True,9,
1000390,Newsletter Subscriber Deal,False,61,
1000391,Anniversary Discount,False,60,
1000392,In-Store Only,False,20,
1000393,First Purchase Discount,False,21,
1000394,Student Discount,False,44,58.0
1000395,Back to School Discount,True,50,
1000396,Weekend Offer,True,47,
1000397,Holiday Special,True,15,59.0
1000398,Summer Sale,True,26,5.0
1000399,Quantity Discount,True,46,
1000400,Student Discount,True,10,
1000401,Quantity Discount,True,32,
1000402,Holiday Special,False,25,
1000403,Student Discount,False,40,
1000404,Weekend Offer,True,69,39.0
1000405,Price Drop,True,19,
1000406,End of Month Deal,False,7,36.0
1000407,VIP Discount,False,42,
1000408,Newsletter Subscriber Deal,False,70,
1000409,Quantity Discount,False,12,
1000410,Referral Bonus,True,43,
1000411,Summer Sale,True,61,59.0
1000412,Loyalty Reward,True,50,
1000413,Tiered Discount (Silver),False,67,
1000414,Price Drop,False,57,
1000415,Member Appreciation,True,27,
1000416,Tiered Discount (Silver),False,59,
1000417,Online Exclusive,False,22,
1000418,Anniversary Discount,False,53,
1000419,Referral Bonus,False,20,
1000420,Anniversary Discount,True,10,
1000421,Military Discount,True,8,
1000422,Military Discount,False,49,
1000423,Tiered Discount (Gold),True,62,
1000424,Limited Time Offer,False,45,
1000425,Back to School Discount,True,66,62.0
1000426,End of Month Deal,True,26,
1000427,Special Promotion,False,13,
1000428,Student Discount,True,25,
1000429,Flash Sale,True,62,
1000430,In-Store Only,False,48,
1000431,Online Exclusive,True,30,55.0
1000432,Holiday Special,True,15,
1000433,Student Discount,False,51,
1000434,In-Store Only,True,26,
1000435,Military Discount,False,60,
1000436,Holiday Special,True,52,61.0
1000437,In-Store Only,False,65,
1000438,End of Month Deal,False,27,
1000439,Holiday Special,True,5,40.0
1000440,Member Appreciation,True,54,
1000441,In-Store Only,True,57,65.0
1000442,Price Drop,False,19,
1000443,Quantity Discount,False,45,
1000444,Tiered Discount (Gold),True,35,
1000445,Member Appreciation,True,30,
1000446,Early Bird Savings,True,57,
1000447,Flash Sale,False,70,
1000448,First Purchase Discount,False,52,56.0
1000449,Tiered Discount (Gold),True,58,
1000450,New Customer Bonus,True,40,28.0
1000451,Senior Discount,False,40,49.0
1000452,Loyalty Reward,False,49,
1000453,Newsletter Subscriber Deal,False,48,
1000454,First Purchase Discount,False,12,
1000455,Back to School Discount,False,22,7.0
1000456,Senior Discount,True,32,
1000457,Bundle Discount,False,14,
1000458,Employee Discount,False,48,
1000459,Online Exclusive,False,5,
1000460,Military Discount,False,46,
1000461,Back to School Discount,True,37,26.0
1000462,Birthday Discount,True,23,
1000463,Weekend Offer,False,45,
1000464,Newsletter Subscriber Deal,True,55,
1000465,New Customer Bonus,True,24,
1000466,Quantity Discount,True,5,
1000467,Bundle Discount,False,31,
1000468,Anniversary Discount,False,61,
1000469,Weekend Offer,True,7,
1000470,Online Exclusive,True,37,37.0
1000471,Online Exclusive,True,54,
1000472,Tiered Discount (Silver),True,69,
1000473,Student Discount,True,35,
1000474,Back to School Discount,False,56,
1000475,In-Store Only,False,39,
1000476,Employee Discount,True,20,
1000477,Special Promotion,True,42,
1000478,Limited Time Offer,False,5,
1000479,Student Discount,True,21,47.0
1000480,Price Drop,True,34,18.0
1000481,Holiday Special,True,54,
1000482,Online Exclusive,True,27,
1000483,Tiered Discount (Silver),True,40,
1000484,Tiered Discount (Silver),False,51,
1000485,Tiered Discount (Gold),True,67,
1000486,Student Discount,False,42,
1000487,In-Store Only,True,22,29.0
1000488,Newsletter Subscriber Deal,False,32,
1000489,End of Month Deal,True,7,
1000490,Loyalty Reward,False,23,
1000491,New Customer Bonus,False,36,
1000492,Military Discount,True,58,39.0
1000493,Online Exclusive,True,39,
1000494,Employee Discount,True,32,
1000495,Summer Sale,False,35,
1000496,Newsletter Subscriber Deal,False,41,
1000497,Tiered Discount (Silver),False,43,53.0
1000498,First Purchase Discount,True,14,
1000499,Referral Bonus,True,67,
1000500,Back to School Discount,True,67,
1000501,Weekend Offer,True,34,68.0
1000502,Bundle Discount,True,61,
1000503,Special Promotion,True,63,
1000504,Tiered Discount (Gold),True,45,
1000505,Senior Discount,False,60,
1000506,Member Appreciation,False,13,
1000507,Seasonal Clearance,False,20,
1000508,Weekend Offer,False,33,
1000509,Birthday Discount,False,35,
1000510,Senior Discount,False,60,
1000511,Holiday Special,False,38,
1000512,New Customer Bonus,True,54,
1000513,VIP Discount,True,50,
1000514,Online Exclusive,False,30,17.0
1000515,Quantity Discount,True,41,
1000516,Online Exclusive,False,17,
1000517,Birthday Discount,True,38,
1000518,Newsletter Subscriber Deal,False,68,35.0
1000519,Special Promotion,True,30,
1000520,End of Month Deal,True,67,
1000521,Bundle Discount,True,17,
1000522,Summer Sale,True,59,
1000523,Holiday Special,True,45,
1000524,Early Bird Savings,False,14,
1000525,Back to School Discount,True,57,
1000526,Back to School Discount,False,28,
1000527,Anniversary Discount,True,29,
1000528,Early Bird Savings,True,14,
1000529,First Purchase Discount,True,63,34.0
1000530,Anniversary Discount,False,37,
1000531,Seasonal Clearance,True,27,
1000532,Summer Sale,False,57,
1000533,Summer Sale,False,5,
1000534,Back to School Discount,True,39,
1000535,End of Month Deal,True,63,
1000536,VIP Discount,False,66,
1000537,Back to School Discount,True,21,
1000538,VIP Discount,False,23,
1000539,Tiered Discount (Silver),False,43,
1000540,Loyalty Reward,False,10,
1000541,Employee Discount,False,17,
1000542,Military Discount,False,38,
1000543,Special Promotion,False,42,
1000544,Bundle Discount,True,41,
1000545,Anniversary Discount,False,64,
1000546,Flash Sale,False,33,
1000547,Employee Discount,True,43,
1000548,Early Bird Savings,False,63,
1000549,Weekend Offer,False,6,
1000550,Holiday Special,True,11,70.0
1000551,Tiered Discount (Silver),False,70,
1000552,Anniversary Discount,True,41,18.0
1000553,Referral Bonus,False,36,49.0
1000554,Tiered Discount (Silver),True,65,
1000555,Loyalty Reward,True,64,
1000556,Summer Sale,True,21,
1000557,Senior Discount,False,18,
1000558,Online Exclusive,True,58,
1000559,Tiered Discount (Gold),False,26,
1000560,Student Discount,False,16,62.0
1000561,Early Bird Savings,False,26,14.0
1000562,Quantity Discount,True,36,11.0
1000563,Newsletter Subscriber Deal,True,11,
1000564,Senior Discount,True,38,
1000565,Special Promotion,True,31,
1000566,Tiered Discount (Gold),False,45,
1000567,Member Appreciation,False,34,
1000568,Special Promotion,True,18,
1000569,Military Discount,True,15,
1000570,First Purchase Discount,True,35,
1000571,First Purchase Discount,True,65,
1000572,Early Bird Savings,True,46,
1000573,Limited Time Offer,False,58,
1000574,Summer Sale,True,17,
1000575,Holiday Special,False,34,70.0
1000576,Limited Time Offer,True,18,
1000577,Quantity Discount,False,30,
1000578,Special Promotion,True,22,
1000579,Flash Sale,True,17,
1000580,Special Promotion,True,57,
1000581,Tiered Discount (Gold),True,53,
1000582,Quantity Discount,False,45,
1000583,Price Drop,False,14,
1000584,Student Discount,True,57,
1000585,Tiered Discount (Gold),False,66,
1000586,Special Promotion,False,24,
1000587,New Customer Bonus,True,64,
1000588,New Customer Bonus,False,13,
1000589,New Customer Bonus,True,56,
1000590,Special Promotion,False,24,
1000591,End of Month Deal,False,33,
1000592,Member Appreciation,False,49,
1000593,Quantity Discount,False,15,
1000594,Employee Discount,True,65,
1000595,Tiered Discount (Silver),False,30,
1000596,Referral Bonus,True,63,
1000597,In-Store Only,True,59,
1000598,Limited Time Offer,False,45,
1000599,Newsletter Subscriber Deal,False,45,
1000600,Seasonal Clearance,True,37,
1000601,Summer Sale,True,15,
1000602,VIP Discount,False,51,
1000603,Back to School Discount,False,61,
1000604,Employee Discount,False,14,
1000605,Summer Sale,False,10,66.0
1000606,Quantity Discount,False,47,
1000607,Holiday Special,True,38,
1000608,Back to School Discount,False,33,
1000609,Employee Discount,False,15,
1000610,Senior Discount,False,6,
1000611,Early Bird Savings,True,50,
1000612,New Customer Bonus,True,5,
1000613,Employee Discount,False,67,
1000614,Holiday Special,False,33,
1000615,Limited Time Offer,True,70,
1000616,Flash Sale,False,39,
1000617,Newsletter Subscriber Deal,False,65,
1000618,First Purchase Discount,True,37,
1000619,Holiday Special,True,62,
1000620,In-Store Only,True,14,
1000621,Student Discount,False,20,
1000622,Summer Sale,True,24,
1000623,Newsletter Subscriber Deal,False,64,
1000624,Price Drop,True,51,
1000625,Loyalty Reward,True,48,
1000626,Senior Discount,True,35,
1000627,Flash Sale,False,19,20.0
1000628,Quantity Discount,True,35,
1000629,Online Exclusive,False,20,
1000630,Tiered Discount (Silver),True,54,
1000631,Birthday Discount,False,50,
1000632,First Purchase Discount,False,48,
1000633,Birthday Discount,True,23,43.0
1000634,Tiered Discount (Gold),True,11,
1000635,Tiered Discount (Gold),True,52,
1000636,Early Bird Savings,False,27,
1000637,VIP Discount,False,19,
1000638,Back to School Discount,True,40,
1000639,Special Promotion,True,36,40.0
1000640,Military Discount,True,44,
1000641,Flash Sale,False,45,
1000642,Student Discount,True,49,
1000643,In-Store Only,False,21,
1000644,Limited Time Offer,False,45,21.0
1000645,Birthday Discount,True,64,
1000646,Seasonal Clearance,False,37,
1000647,Holiday Special,True,19,
1000648,Limited Time Offer,False,61,
1000649,Early Bird Savings,True,21,
1000650,Limited Time Offer,False,52,
1000651,Newsletter Subscriber Deal,False,46,
1000652,Member Appreciation,True,17,
1000653,Special Promotion,True,67,
1000654,Price Drop,True,42,
1000655,Loyalty Reward,False,5,
1000656,Referral Bonus,True,10,
1000657,New Customer Bonus,True,52,
1000658,Holiday Special,False,5,
1000659,Tiered Discount (Silver),True,70,
1000660,Seasonal Clearance,False,59,
1000661,Special Promotion,True,19,
1000662,Employee Discount,False,5,9.0
1000663,Seasonal Clearance,False,32,
1000664,New Customer Bonus,False,55,
1000665,Weekend Offer,True,67,
1000666,Birthday Discount,False,8,
1000667,Senior Discount,False,22,
1000668,Back to School Discount,False,41,
1000669,Holiday Special,True,56,
1000670,Bundle Discount,True,9,8.0
1000671,Summer Sale,False,21,
1000672,Early Bird Savings,False,65,
1000673,Limited Time Offer,True,11,
1000674,VIP Discount,False,20,
1000675,Summer Sale,True,40,
1000676,First Purchase Discount,True,32,
1000677,End of Month Deal,True,67,
1000678,In-Store Only,True,56,
1000679,Online Exclusive,False,68,
1000680,Anniversary Discount,False,40,
1000681,Senior Discount,True,27,
1000682,Summer Sale,True,44,
1000683,Special Promotion,False,61,69.0
1000684,Quantity Discount,True,17,
1000685,Loyalty Reward,True,57,
1000686,Referral Bonus,True,57,
1000687,Employee Discount,False,17,
1000688,Limited Time Offer,False,11,
1000689,Tiered Discount (Gold),False,22,
1000690,Employee Discount,True,34,
1000691,Loyalty Reward,False,43,
1000692,Weekend Offer,False,51,
1000693,Birthday Discount,False,32,
1000694,New Customer Bonus,True,63,33.0
1000695,Limited Time Offer,True,65,
1000696,Flash Sale,True,62,
1000697,Holiday Special,True,30,
1000698,Quantity Discount,False,63,
1000699,Holiday Special,False,47,
1000700,Senior Discount,True,26,
1000701,Holiday Special,False,9,
1000702,First Purchase Discount,False,12,
1000703,Summer Sale,False,31,
1000704,Senior Discount,True,41,
1000705,First Purchase Discount,True,26,41.0
1000706,Holiday Special,False,46,
1000707,In-Store Only,True,70,
1000708,Flash Sale,True,63,
1000709,Student Discount,False,66,
1000710,First Purchase Discount,False,65,
1000711,Holiday Special,False,44,
1000712,Referral Bonus,False,52,
1000713,Price Drop,True,48,
1000714,Summer Sale,False,55,
1000715,Summer Sale,False,24,41.0
1000716,Flash Sale,True,6,
1000717,Newsletter Subscriber Deal,True,51,
1000718,Quantity Discount,False,30,
1000719,New Customer Bonus,True,21,
1000720,Bundle Discount,True,58,
1000721,Senior Discount,True,69,24.0
1000722,Limited Time Offer,False,37,
1000723,Birthday Discount,False,63,
1000724,Quantity Discount,False,24,
1000725,Birthday Discount,False,62,
1000726,VIP Discount,True,55,
1000727,VIP Discount,False,51,
1000728,VIP Discount,False,69,
1000729,Birthday Discount,False,56,
1000730,New Customer Bonus,True,34,
1000731,Back to School Discount,False,16,
1000732,Member Appreciation,True,17,
1000733,In-Store Only,False,44,62.0
1000734,Online Exclusive,False,9,
1000735,Online Exclusive,False,49,
1000736,Student Discount,False,64,
1000737,Senior Discount,True,18,
1000738,VIP Discount,False,43,
1000739,Employee Discount,True,41,
1000740,Senior Discount,False,44,
1000741,Holiday Special,True,59,
1000742,End of Month Deal,False,65,
1000743,Special Promotion,True,49,
1000744,Loyalty Reward,True,25,
1000745,Special Promotion,False,51,
1000746,Referral Bonus,False,12,
1000747,Back to School Discount,False,37,
1000748,Back to School Discount,False,69,
1000749,Employee Discount,True,13,
1000750,Flash Sale,False,41,
1000751,Summer Sale,True,8,35.0
1000752,Online Exclusive,True,24,
1000753,Online Exclusive,True,68,51.0
1000754,Referral Bonus,True,55,46.0
1000755,In-Store Only,True,55,17.0
1000756,Anniversary Discount,False,10,
1000757,Special Promotion,False,10,
1000758,Loyalty Reward,True,38,
1000759,Price Drop,True,60,
1000760,Back to School Discount,True,31,
1000761,Tiered Discount (Silver),False,30,
1000762,Birthday Discount,True,44,
1000763,Tiered Discount (Silver),True,22,
1000764,End of Month Deal,True,47,
1000765,Back to School Discount,True,68,
1000766,Tiered Discount (Gold),False,5,
1000767,Back to School Discount,True,55,
1000768,Student Discount,True,18,
1000769,Bundle Discount,True,21,
1000770,Flash Sale,True,70,
1000771,Price Drop,False,10,
1000772,Special Promotion,True,63,
1000773,Employee Discount,True,65,
1000774,Summer Sale,True,59,
1000775,Member Appreciation,False,37,
1000776,Limited Time Offer,False,9,
1000777,Student Discount,False,32,
1000778,Senior Discount,False,17,6.0
1000779,Special Promotion,True,69,19.0
1000780,Senior Discount,True,60,
1000781,Summer Sale,False,56,
1000782,Quantity Discount,False,35,9.0
1000783,Early Bird Savings,True,14,
1000784,Senior Discount,False,15,63.0
1000785,Anniversary Discount,False,9,
1000786,Special Promotion,True,41,59.0
1000787,End of Month Deal,True,44,
1000788,Birthday Discount,True,5,
1000789,First Purchase Discount,True,45,
