item_id,name,price,category_id,placement,start_date,end_date
800214,Yoga Mat,125.21,815,Aisle 19,2024-05-25,
800215,Pants,111.94,828,End Cap D,2023-01-31,
800216,Phone Case,100.23,461,End Cap B,2024-07-20,
800217,Coffee Mug,26.22,576,Checkout Counter,2023-11-21,
800218,Basketball,114.13,139,Checkout Counter,2024-01-05,
800219,Tank Top,139.6,916,End Cap E,2023-11-06,
800220,Resistance Bands,33.45,871,End Cap E,2023-01-04,
800221,Phone Case,129.5,762,Aisle 9,2023-11-17,
800222,Tank Top,117.07,561,Aisle 7,2024-12-12,
800223,Pillow,138.93,135,End Cap B,2023-12-23,
800224,Phone Case,40.91,522,Aisle 3,2023-10-28,
800225,Blanket,125.66,615,Aisle 18,2024-12-02,
800226,Shorts,9.67,899,Aisle 17,2024-03-17,
800227,Soap,77.48,542,Aisle 13,2023-05-16,
800228,Sneakers,15.82,258,Aisle 2,2023-08-12,
800229,Jacket,112.0,876,Display Table,2024-08-14,
800230,Tennis Racket,46.38,725,Aisle 16,2023-02-12,
800231,Coffee Mug,25.59,865,Aisle 14,2023-01-09,
800232,Skirt,39.52,697,Checkout Counter,2024-05-05,
800233,Beanie,143.76,270,Aisle 14,2023-06-14,
800234,Wallet,68.5,918,Aisle 3,2023-03-28,
800235,Polo Shirt,95.14,340,Aisle 13,2024-02-10,
800236,Button-Down Shirt,148.86,774,End Cap B,2024-08-10,
800237,Blanket,59.19,578,Aisle 2,2023-05-12,
800238,Beanie,137.18,726,Aisle 20,2024-05-01,
800239,Sneakers,37.55,988,End Cap B,2023-08-04,
800240,Phone Case,23.15,706,Aisle 4,2024-03-21,
800241,T-Shirt,23.96,939,Aisle 9,2024-12-29,
800242,Pants,84.11,510,Aisle 1,2024-11-11,
800243,Football,9.98,772,Checkout Counter,2023-06-29,
800244,Pen Set,127.71,271,Aisle 3,2024-07-30,
800245,Belt,58.59,617,Aisle 5,2024-07-28,
800246,USB Cable,16.03,747,End Cap B,2023-10-27,
800247,Belt,114.39,955,End Cap C,2024-01-27,
800248,Backpack,5.63,616,Aisle 9,2024-01-17,
800249,Hat,75.03,147,Aisle 9,2024-09-23,
800250,Backpack,147.87,363,Display Table,2024-08-23,
800251,Polo Shirt,66.95,897,End Cap B,2023-11-02,
800252,Headphones,54.67,781,Aisle 8,2024-06-12,
800253,Notebook,109.95,218,End Cap A,2024-06-29,
800254,Tank Top,88.05,595,Aisle 8,2024-07-08,
800255,Hoodie,93.21,332,Aisle 3,2024-09-09,
800256,Button-Down Shirt,29.62,958,Aisle 18,2024-01-08,
800257,Basketball,6.97,651,Aisle 20,2023-11-05,
800258,Blanket,137.05,515,Aisle 6,2024-05-16,
800259,Pen Set,46.66,339,Aisle 6,2024-12-02,
800260,Button-Down Shirt,57.86,176,Aisle 8,2023-11-06,
800261,Cap,22.39,314,Aisle 5,2024-08-06,
800262,Candle,23.8,617,Aisle 4,2024-08-02,
800263,Button-Down Shirt,61.13,223,Aisle 2,2023-12-28,
800264,Belt,24.41,735,Aisle 4,2023-12-30,
800265,T-Shirt,37.35,379,Aisle 14,2024-02-04,
800266,Yoga Mat,76.06,260,Aisle 17,2024-08-24,
800267,Notebook,6.23,327,Aisle 12,2023-09-14,
800268,Resistance Bands,119.81,114,Aisle 6,2023-06-13,
800269,Basketball,51.75,666,Aisle 8,2024-10-24,
800270,Sports Jersey,66.92,951,End Cap E,2023-09-22,
800271,Blanket,147.39,100,Aisle 7,2024-11-08,
800272,Socks,48.41,463,End Cap D,2023-08-24,
800273,Soap,34.4,184,Aisle 14,2024-07-20,
800274,Soccer Ball,57.46,713,Aisle 15,2024-12-11,
800275,Notebook,30.9,537,Aisle 18,2024-04-11,
800276,Resistance Bands,101.3,220,Aisle 6,2023-03-18,
800277,Dress,103.46,760,End Cap E,2024-08-16,
800278,Dumbbells,37.56,142,Aisle 13,2024-03-29,
800279,Yoga Mat,83.36,786,Aisle 3,2023-09-18,
800280,Dress,35.42,306,Aisle 4,2023-07-14,
800281,Lotion,45.66,359,Aisle 6,2024-10-18,
800282,Coffee Mug,76.14,490,End Cap D,2024-05-22,
800283,Charger,86.64,398,Aisle 7,2024-03-01,
800284,Pillow,58.22,283,Display Table,2023-10-20,
800285,Hoodie,70.2,431,Aisle 18,2023-04-05,
800286,Belt,55.38,685,End Cap B,2024-11-27,
800287,USB Cable,48.56,665,Aisle 3,2023-05-01,
800288,Jacket,56.0,458,Aisle 5,2024-07-05,
800289,Beanie,41.66,369,End Cap B,2024-11-14,
800290,Leggings,39.98,357,Aisle 13,2024-05-29,
800291,Button-Down Shirt,132.02,624,End Cap B,2024-04-28,
800292,Notebook,119.72,899,Aisle 4,2023-10-31,
800293,Dumbbells,60.89,178,Aisle 18,2024-05-01,
800294,Skirt,42.01,107,Aisle 16,2024-07-18,
800295,Beanie,50.72,514,End Cap A,2024-02-25,
800296,Tank Top,45.34,731,Aisle 13,2024-07-09,
800297,Scarf,5.77,561,Aisle 13,2023-07-24,
800298,Skirt,129.11,550,Aisle 5,2023-04-13,
800299,Beanie,93.36,998,Aisle 19,2024-10-23,
800300,Dumbbells,52.99,367,Aisle 14,2023-07-09,
800301,Tennis Racket,84.81,601,Aisle 11,2023-08-03,
800302,Water Bottle,52.38,223,Aisle 12,2023-04-29,
800303,Pen Set,28.44,967,Aisle 9,2023-10-30,
800304,Tank Top,34.61,519,Aisle 3,2024-07-13,
800305,Sports Jersey,136.56,486,Aisle 10,2024-05-07,
800306,Backpack,10.31,424,Aisle 10,2023-06-14,
800307,Beanie,45.28,488,End Cap D,2023-04-26,
800308,Polo Shirt,108.15,134,Aisle 17,2023-03-13,
800309,Cap,70.22,155,Aisle 11,2023-11-17,
800310,Pillow,129.14,943,Aisle 20,2023-03-02,
800311,Pillow,7.07,845,Aisle 1,2023-12-13,
800312,Sweater,84.03,494,Aisle 15,2023-06-24,
800313,Button-Down Shirt,69.12,370,Aisle 11,2023-04-24,
800314,Pants,68.86,202,Aisle 12,2023-10-02,
800315,Coffee Mug,123.54,185,Aisle 10,2024-12-10,
800316,Soccer Ball,14.58,737,Aisle 5,2023-10-12,
800317,Towel,75.57,687,Aisle 8,2024-04-03,
800318,Polo Shirt,34.33,775,Aisle 18,2023-09-26,
800319,Lotion,117.96,418,Aisle 12,2023-09-22,
800320,Soap,114.21,103,Aisle 6,2023-08-10,
800321,Tank Top,47.1,519,Checkout Counter,2024-07-23,
800322,Basketball,121.17,132,Aisle 13,2024-04-12,
800323,Sunglasses,136.28,232,Aisle 4,2024-03-27,
800324,Hat,32.65,925,Aisle 15,2023-12-11,
800325,Sunglasses,61.13,644,Aisle 15,2024-01-22,
800326,Button-Down Shirt,22.63,261,Aisle 16,2024-06-05,
800327,T-Shirt,123.12,599,Aisle 17,2024-02-17,
800328,Polo Shirt,91.24,271,End Cap B,2024-10-27,
800329,Shorts,90.01,393,End Cap C,2023-11-13,
800330,Skirt,42.89,872,End Cap B,2023-11-17,
800331,Skirt,27.66,654,Aisle 5,2023-12-03,
800332,Jacket,122.15,140,Aisle 20,2024-02-07,
800333,Lotion,95.89,821,End Cap A,2023-07-25,
800334,Yoga Mat,14.75,146,Aisle 4,2023-05-08,
800335,Cap,71.14,336,Aisle 16,2023-04-19,
800336,Pen Set,71.38,705,Aisle 4,2023-04-02,
800337,Sneakers,60.1,118,Aisle 20,2024-11-24,
800338,Tank Top,35.16,979,Aisle 12,2024-12-18,
800339,Cap,69.95,242,Checkout Counter,2023-06-18,
800340,Hoodie,93.53,992,Aisle 2,2024-07-07,
800341,Towel,59.06,614,End Cap A,2023-07-29,
800342,Cap,78.62,923,Aisle 20,2023-09-22,
800343,Sneakers,34.03,232,Checkout Counter,2024-02-20,
800344,USB Cable,45.89,809,Aisle 11,2023-11-15,
800345,Pillow,6.52,386,Display Table,2023-04-10,
800346,Pillow,54.59,303,Aisle 10,2024-12-26,
800347,Dumbbells,145.44,412,Aisle 3,2024-10-06,
800348,Pants,6.91,253,Aisle 4,2023-02-17,
800349,Hat,56.28,313,Aisle 3,2023-01-06,
800350,Tennis Racket,30.84,179,Aisle 15,2023-09-01,
800351,Pants,28.81,359,End Cap E,2024-08-25,
800352,Hoodie,135.57,202,Aisle 17,2023-08-09,
800353,Backpack,72.89,801,Aisle 5,2023-08-22,
800354,Wallet,75.66,591,Aisle 10,2024-10-14,
800355,Notebook,29.23,794,Aisle 19,2023-06-01,
800356,Jeans,126.92,173,Aisle 3,2024-02-07,
800357,Sneakers,5.54,108,Aisle 13,2024-09-11,
800358,Candle,22.46,964,Aisle 18,2023-05-03,
800359,Pillow,84.53,980,Checkout Counter,2024-11-26,
800360,Football,61.28,931,Aisle 15,2023-09-16,
800361,Cap,85.01,993,Aisle 20,2023-08-05,
800362,Headphones,123.48,187,Aisle 10,2023-11-05,
800363,Football,86.34,388,Aisle 19,2023-07-24,
800364,T-Shirt,35.44,680,Aisle 1,2023-09-10,
800365,Socks,146.36,716,End Cap E,2023-06-21,
800366,Football,43.62,788,Aisle 3,2023-05-11,
800367,Scarf,26.52,990,Aisle 1,2023-06-27,
800368,Tennis Racket,107.37,759,Aisle 1,2024-09-23,
800369,Sweater,90.84,759,End Cap A,2024-01-05,
800370,Notebook,49.45,557,Aisle 7,2024-09-07,
800371,USB Cable,109.56,834,Aisle 6,2024-06-05,
800372,Resistance Bands,141.72,697,Aisle 17,2023-09-15,
800373,Pen Set,39.32,620,Aisle 1,2024-10-16,
800374,Gloves,124.37,426,Aisle 18,2023-05-17,
800375,Belt,101.57,841,Aisle 8,2024-02-13,
800376,Jeans,12.68,107,Checkout Counter,2024-06-29,
800377,Towel,113.94,514,End Cap B,2023-06-11,
800378,Shorts,53.84,427,Aisle 10,2024-03-21,
800379,Towel,82.91,295,End Cap C,2024-05-21,
800380,Sports Jersey,72.33,982,Aisle 19,2023-04-08,
800381,Wallet,126.91,806,Aisle 11,2023-06-11,
800382,Cap,100.4,861,End Cap A,2023-06-30,
800383,Wallet,122.99,230,Aisle 17,2023-08-18,
800384,Hoodie,134.4,203,Aisle 12,2024-11-20,
800385,Headphones,142.58,273,Aisle 17,2023-12-03,
800386,Water Bottle,41.23,487,Aisle 6,2023-12-19,
800387,Socks,47.76,900,Aisle 15,2024-12-19,
800388,Headphones,134.03,676,Aisle 8,2024-07-14,
800389,Soccer Ball,114.9,975,Aisle 8,2023-04-02,
800390,Lotion,57.78,732,Aisle 14,2024-08-15,
800391,Water Bottle,111.79,814,Aisle 12,2024-02-25,
800392,Soccer Ball,43.99,279,Aisle 11,2024-12-22,
800393,Wallet,9.23,563,Aisle 12,2024-07-07,
800394,Water Bottle,81.99,133,Aisle 16,2023-04-09,
800395,Leggings,105.99,409,Aisle 1,2023-08-11,
800396,Candle,111.44,929,Aisle 7,2023-04-08,
800397,Sports Jersey,141.47,550,Aisle 14,2024-08-31,
800398,Blanket,40.71,594,Aisle 17,2024-06-02,
800399,Dumbbells,93.02,543,End Cap C,2023-01-06,
800400,Polo Shirt,50.67,492,Aisle 18,2023-03-12,
800401,Backpack,35.87,200,Display Table,2024-01-01,
800402,Button-Down Shirt,103.51,861,Aisle 5,2023-03-25,
800403,USB Cable,135.76,699,Aisle 18,2023-12-16,
800404,Soccer Ball,48.78,599,End Cap A,2023-10-09,
800405,Sunglasses,108.79,862,End Cap E,2023-12-20,
800406,Tank Top,90.73,641,Display Table,2024-07-02,
800407,Socks,17.18,159,End Cap B,2023-08-23,
800408,Football,5.63,170,End Cap C,2023-11-21,
800409,Yoga Mat,142.02,754,Aisle 11,2024-05-29,
800410,Cap,128.03,478,Aisle 3,2023-05-18,
800411,Notebook,90.81,956,Aisle 11,2024-08-24,
800412,Notebook,32.47,166,Aisle 13,2023-12-26,
800413,Candle,135.81,864,End Cap D,2024-05-31,
800414,Leggings,93.19,887,Aisle 13,2024-02-29,
800415,Sneakers,48.52,292,Aisle 4,2024-03-24,
800416,Dumbbells,64.08,298,Aisle 13,2024-11-24,
800417,Football,141.41,110,Aisle 17,2024-10-25,
800418,Beanie,146.34,333,End Cap B,2023-11-08,
800419,Belt,119.79,525,Aisle 3,2023-12-20,
800420,Sunglasses,78.8,509,Aisle 4,2023-05-24,
800421,Phone Case,94.52,756,Aisle 4,2024-03-20,
800422,Cap,89.07,988,Aisle 6,2023-03-26,
800423,Resistance Bands,13.57,333,Aisle 7,2023-05-21,
800424,Blanket,74.28,516,End Cap D,2024-06-23,
800425,Beanie,137.31,291,End Cap D,2024-02-28,
800426,Hat,56.21,413,Aisle 8,2023-08-25,
800427,Pen Set,26.9,318,Aisle 8,2023-01-10,
800428,Dress,64.85,944,End Cap B,2024-07-16,
800429,Leggings,109.57,304,Aisle 7,2024-01-05,
800430,Jeans,87.69,715,Checkout Counter,2024-02-22,
800431,Sneakers,140.07,440,Aisle 16,2023-11-25,
800432,Coffee Mug,70.8,373,End Cap D,2023-02-14,
800433,Lotion,29.38,428,Aisle 9,2024-06-18,
800434,Soap,56.82,979,Aisle 12,2024-12-04,
800435,Shorts,132.0,281,End Cap A,2024-10-15,
800436,Headphones,35.45,775,Aisle 12,2024-09-11,
800437,Backpack,52.51,768,Aisle 4,2024-11-25,
800438,Yoga Mat,106.84,835,Aisle 10,2024-10-16,
800439,Pants,73.21,226,Checkout Counter,2023-08-11,
800440,Basketball,97.83,234,Aisle 1,2023-05-20,
800441,Coffee Mug,64.41,143,Aisle 10,2023-04-04,
800442,Hat,24.69,131,Aisle 18,2023-07-21,
800443,Sweater,55.01,628,Aisle 12,2024-01-05,
800444,Sweater,149.13,490,Aisle 1,2024-01-23,
800445,Headphones,101.03,793,Aisle 11,2023-04-06,
800446,Candle,34.9,370,Aisle 6,2023-09-10,
800447,Basketball,55.89,185,Aisle 8,2024-05-16,
800448,Tennis Racket,115.05,214,Aisle 3,2023-10-28,
800449,Backpack,20.97,867,End Cap B,2023-04-16,
800450,Skirt,57.43,487,End Cap B,2024-09-03,
800451,Football,7.73,753,Aisle 3,2024-02-01,
800452,T-Shirt,18.38,653,Aisle 17,2023-11-12,
800453,Headphones,49.9,500,Display Table,2024-07-18,
800454,Socks,102.33,876,Aisle 7,2024-05-20,
800455,Hat,79.09,305,Aisle 7,2024-08-14,
800456,Yoga Mat,49.3,529,End Cap C,2024-03-04,
800457,Wallet,27.67,895,Aisle 10,2024-06-23,
800458,Shorts,88.69,507,End Cap D,2023-08-15,
800459,Candle,55.35,296,Display Table,2023-04-30,
800460,Jeans,22.2,796,Aisle 2,2024-02-22,
800461,Pants,93.34,369,Aisle 15,2023-06-29,
800462,Notebook,61.23,365,Aisle 16,2024-11-25,
800463,Candle,93.94,965,End Cap B,2023-07-29,
800464,Scarf,14.79,673,Aisle 20,2023-05-30,
800465,Button-Down Shirt,47.75,236,Aisle 14,2023-02-23,
800466,Jeans,123.71,342,Aisle 8,2023-12-14,
800467,Leggings,21.4,124,Aisle 2,2024-05-14,
800468,Soccer Ball,48.0,134,Aisle 17,2024-12-27,
800469,Candle,124.44,596,Aisle 14,2024-10-07,
800470,Beanie,66.24,606,Aisle 16,2023-09-02,
800471,Leggings,60.49,577,End Cap A,2023-03-06,
800472,Scarf,95.92,739,Checkout Counter,2024-03-29,
