transaction_id,item_id,date_sold,employee_id,quantity_sold,discount_id
v5j0nnrowbjm,807861,2023-11-29,517885,9,1002800
4zn1q2109gd4,805165,2024-07-04,513143,3,1001376
je0knfu6owgb,807584,2025-03-17,502998,6,1004301
nlt6gyg5od2r,807912,2025-02-07,513307,7,1002792
p3raprkxc24v,808861,2024-05-28,516659,7,1003539
nswd65902a38,805474,2025-03-31,511884,2,1004827
454gfkzvqlmj,800872,2025-01-20,503154,6,1003511
ghgu6jgdkj8a,807206,2025-02-01,500799,9,1001418
7eew4ncb9xfh,808717,2024-09-13,513308,6,1000293
n8fzrzeqmpjm,803382,2025-03-05,512873,4,1000734
w91j6pq6h3jo,807328,2024-05-19,515878,10,1004469
8z89vspxvu5q,807857,2024-12-31,505254,1,1004355
t0unhkunbvrn,805387,2024-12-25,505365,1,1003118
8a7kk14i7ffz,803082,2025-02-05,512204,8,1003339
ljil8qtc5rxf,807802,2024-09-18,515640,6,1001399
97hfnzvzfs65,804025,2024-07-08,512808,10,1003139
lzox4em1c4jb,805284,2024-11-10,500413,7,1004752
1mm1neaxnwwy,804436,2023-04-24,515050,3,1004655
2klbnfoh9swe,805186,2024-10-18,513164,2,1002232
abu045v58ytj,800817,2024-02-15,511883,4,1002573
5lubsq3ocnac,807774,2025-01-12,516857,8,1000961
aifbcqvgx7j4,809457,2024-07-26,509311,5,1001863
l9tksv8y9sa6,806847,2025-04-09,506329,2,1000893
1xa5c7vfzxuz,805967,2024-12-27,507406,7,1000256
a7rphyz24kij,808185,2024-12-03,519794,4,1001198
3ve28xwe4fxb,801251,2024-02-06,510464,10,1003371
7lwx8d5id1m0,802949,2023-10-03,517098,2,1000504
fqub63c4hc4f,801229,2024-09-10,500324,4,1004286
r0t197vyzva2,805472,2025-03-29,504459,1,1002686
vgko7vdmo4pr,808901,2024-08-05,514563,10,1002078
8g7qvwn0zub4,808541,2025-02-11,505486,7,1001386
pa5q5jitpuf0,809431,2023-05-05,518399,3,1003005
hblhhzpsytmi,801462,2025-03-04,502280,9,1004482
xzdwzs8p9sw2,808887,2024-10-01,507042,6,1002294
ez4c6hjpepqc,805104,2024-12-01,504881,6,1003908
90nqqkwuim8x,805973,2024-09-15,504782,1,1004435
kj9zlbln804w,805949,2024-03-02,506352,5,1003391
acx9wltino85,809051,2024-04-15,510144,10,1002428
k3rl6emw40e8,802011,2024-10-15,507575,9,1000576
r5i7rnuknvgu,809543,2024-12-27,500362,9,1002407
xhs0fz1vl69b,801175,2024-04-15,503472,1,1002613
psfrmvklkq20,804179,2025-01-02,518601,1,1002301
1v6e9sbm5fvz,809537,2025-02-21,513083,1,1003055
taw55yeza1cx,802374,2024-05-27,501216,3,1001304
48o6ro1ebebx,805861,2025-01-09,502588,10,1004964
wdb4inzzqxr5,809197,2023-12-04,511494,1,1004027
3lqax1xxf8n5,806733,2024-08-04,507941,2,1004723
1o0gjcauktkm,802421,2025-03-04,513705,9,1003901
igiooneva1y7,803002,2024-06-11,512656,5,1003515
q5jyz3seae0m,805451,2024-12-13,519444,5,1002317
hj660cifss8e,807931,2025-01-31,508510,10,1000732
j22ss44iwo56,802344,2024-06-03,502383,9,1000613
ykhmkq4ut86l,802604,2024-05-31,500757,8,1002722
k7ye1kauuole,804115,2024-07-31,507524,8,1001762
4dyfoio29em7,803965,2024-06-29,516135,5,1002736
6wruowjh6zhi,807856,2025-03-08,512570,3,1001380
wa6pbt37jmdl,807548,2025-03-08,513839,7,1004365
r8hlpoxbieyl,800400,2024-02-07,518363,10,1003152
u3p9r4ofynle,806444,2024-12-14,513665,10,1004443
mejufzqn78ma,800787,2025-03-17,506364,6,1000269
47kpcmeecpe3,804328,2024-12-24,516215,5,1000775
mihpfdslrkbh,804497,2024-02-18,509754,6,1003653
pj9q5de78ilq,800085,2024-11-21,519286,2,1000528
6duberrgm2l8,807894,2024-04-07,511969,2,1000618
y5zhbyyvdmnx,805733,2023-12-30,500955,4,1002982
o2cbs6f1gokg,803675,2023-11-22,515522,8,1000518
68l6wpuzv98f,801768,2024-05-07,501610,9,1000030
q3shf2qtp8yn,804422,2024-02-07,508641,6,1001075
4x2q8kfz35oq,808111,2024-08-20,516584,4,1002833
3p4mnha751hz,801791,2024-01-21,512925,9,1004846
aoalbomc65f7,805992,2025-01-27,505307,4,1002643
ldkoct7psc11,803650,2023-08-22,507562,10,1004758
z5sp7xfctc8n,804351,2024-06-08,516798,10,1002284
iultbga89p60,800893,2025-03-10,500561,1,1000405
oo3lvfa1sael,800318,2023-12-21,504898,9,1002553
po90zbk4znuc,804140,2024-04-26,504330,2,1004258
3xlzfq7ibcq5,804832,2024-01-04,509355,5,1002570
svtd20t2rxej,809555,2024-11-14,501576,5,1001701
0at5wd3b6kkv,806620,2025-01-19,503792,9,1002702
4t2el1hot6nr,803945,2024-12-18,503519,1,1002386
xwhsbrne4g4o,806290,2024-12-19,510198,1,1002264
e7jxyundh4dr,800867,2024-08-20,500856,4,1004332
34n76axs96hl,809231,2025-03-29,505229,1,1002799
jej8twq1k7fj,801337,2024-03-29,515319,7,1001349
jp5ztmbsnoln,801084,2025-02-22,501256,6,1004093
l2zjy04j4zp0,803430,2024-06-26,518818,5,1000267
96dq7upv0soo,802128,2024-09-16,519461,3,1004607
7s4pbdf28ta5,801927,2024-10-29,516518,9,1000552
syvq4hzfs2n7,800493,2025-03-03,503609,6,1003539
jzqnhnsfvf72,807039,2023-09-02,501336,4,1003171
w8cuazyb96nx,806791,2025-02-03,511638,9,1002351
8jbvodl09p1j,802922,2025-03-23,516553,7,1002103
a0s7vm1eq4v0,800825,2024-03-18,509493,3,1004103
z08egoqaqku1,809147,2025-01-07,512935,9,1003624
vhqvozrfwoux,802319,2024-12-31,514422,1,1000543
mlx7vm2yrtxd,803720,2025-02-22,511729,9,1004347
xrj8fqup2run,809535,2023-08-14,518694,9,1002087
squjhsf90n30,807486,2024-07-09,518032,9,1003339
ubgzpxfzg1wq,807247,2025-04-07,506711,9,1003474
t1mjx4c0nbrl,801662,2024-04-27,508340,7,1003215
folmilszqvo2,805115,2023-08-30,511545,8,1003641
kdzzxhcyv6mw,803830,2025-03-19,507497,7,1000386
9d0yz18bndrz,806658,2024-04-18,517926,2,1004218
ldxvxa1spcu2,803594,2024-12-22,500281,8,1004507
o12dgeoxyoel,805986,2025-03-23,514402,2,1001460
slgo2a5c7det,803046,2024-07-29,517518,7,1002213
c31nkc8bjdgb,800302,2024-03-21,506794,6,1001173
1ed95uo1as1k,808928,2025-01-18,514091,6,1001519
rdxaams5rr3w,802284,2024-02-02,504494,6,1002826
6t0gcif2kyp8,801458,2024-12-24,511751,7,1001102
la0zwd8oam1c,809577,2024-12-16,515514,7,1000590
oxftaejge19a,805223,2023-07-16,517258,3,1004796
bjienau3q886,807807,2025-01-27,518402,10,1002811
epy7d04wqgls,802962,2025-02-20,512486,3,1004029
tzopgyotw987,805574,2024-12-08,504263,1,1003800
n6vhul2jxa5w,809143,2025-04-06,517567,10,1001274
ik9xi1yed5wf,806494,2024-10-16,518865,6,1001349
kr4yd240s3is,801550,2024-12-17,516987,9,1001384
d4y8s72x3o4g,806713,2025-03-05,515606,2,1000140
3roqguysw5k7,807561,2024-06-29,516777,3,1002774
bxpjmphwdofl,807364,2023-09-28,507870,3,1002407
a1djs5fhxkma,809324,2025-02-22,505813,3,1002453
n1mlks93eq0r,804044,2024-08-06,506400,10,1003513
ic3z2jndhmnz,808639,2023-11-20,514663,5,1004329
0wakdt9vqs5p,808093,2024-05-07,500754,5,1003626
7aascdzyho05,804175,2025-03-17,508681,4,1000297
26ui8r5th6hl,809617,2024-02-09,516021,3,1001770
r02axbcr3o0t,805912,2025-04-03,516705,6,1001863
4ejih1qkn198,802344,2024-06-22,514931,4,1003312
yrzv42hqdrsz,800702,2023-12-17,517558,5,1002325
pw5ehjfvstid,803665,2024-12-11,514819,3,1003264
q7lov6t17pcj,804506,2023-10-27,504357,7,1000673
zmbasc9akf6s,809203,2024-11-15,501063,10,1003322
0be0t8p3csbl,809973,2025-03-21,509010,8,1004505
ixgiwplk7xxl,809301,2024-01-14,506081,9,1003193
av3aq5k4le52,804149,2024-04-16,501843,7,1004771
ti87redswq9g,805006,2024-05-25,505084,4,1000475
75cu09nceh6i,807077,2024-07-07,505672,6,1003257
d5e3e7b57ss5,809372,2025-04-06,518554,4,1001234
cw5gj9oz0fy7,806041,2025-01-01,516612,2,1002322
2ksqdhwwy0ti,804043,2024-06-30,519902,2,1003122
x838ty2i2a68,803022,2024-10-16,519637,2,1004941
5m17hh86qg06,805576,2024-01-29,513065,5,1003852
o76pv180qvm2,807083,2024-11-28,518517,8,1000608
faatrzp5vp02,803651,2024-08-28,519753,2,1004341
llwsd5uotm61,809203,2024-08-26,505350,10,1003727
y3hr44el1cj9,806815,2025-02-07,517745,10,1000960
f2plk40a9w3u,808066,2024-10-23,506858,1,1001099
rzb9562vpffr,809526,2024-07-01,511616,9,1001665
kn8ipcia6sp6,801134,2025-02-02,509925,10,1003890
swdlacey5e27,802271,2025-01-20,504529,7,1001368
yzi9k0aawoop,806340,2025-01-23,506596,9,1004585
xszns1048ulp,804323,2024-09-13,518884,3,1000462
awfp6x6959d6,800496,2025-04-07,502167,5,1003036
p297e4amvj5i,801935,2025-02-16,507640,10,1000295
j0mf2h6u7cvk,807460,2023-12-11,508984,10,1004215
kwwrsfs4d3ln,809236,2024-07-24,511953,9,1004197
km3bih9uq011,803580,2024-12-05,519009,5,1002170
brfd0rna7hrt,802130,2025-02-09,505760,8,1003690
ojr1crolpzml,804588,2024-11-19,513964,3,1002083
8e1jc0lxf90a,803194,2025-03-23,509494,2,1003237
6wt9szq7brqw,805131,2024-11-05,519500,6,1001146
0al950cmu7a5,809164,2025-02-08,506461,9,1000916
xmpug3f0310d,804815,2024-02-09,512409,8,1002688
2d1l0po18g2f,808777,2025-02-27,501320,2,1002853
wjtdj00dsskh,803812,2024-11-03,510027,4,1004257
a2rmm5gw00f2,805160,2024-06-02,513170,3,1000770
tt6plcw7kj6y,802688,2025-03-10,519501,7,1001191
uqityni5x57c,806722,2023-09-15,516693,3,1000532
vf8lalttgv9o,808492,2024-04-28,508366,7,1002303
5mdg53kzp4iv,803775,2023-11-07,505297,5,1004307
jpqokx9twm7i,802117,2023-10-31,513773,5,1000525
hhkcu9stokdn,801077,2024-08-11,509539,7,1000304
t7xuy2nvd3t1,806762,2024-11-10,502456,8,1002869
3gunun3oto2l,800897,2023-12-01,503432,6,1004378
t5p48xv6qkph,804274,2025-03-07,516214,7,1001617
zc5c6qxw1bpv,804739,2024-07-12,514093,8,1003353
9gzi4of2hlu8,806350,2024-10-08,513571,4,1000274
8g68ptknh8py,805087,2025-04-04,504739,9,1002795
ehzeh53rhnjb,809795,2024-09-01,503655,1,1004750
v7cvv3zc10zp,801009,2024-06-21,505665,4,1004944
842nn0m4sucw,806739,2024-04-22,506842,9,1001777
zwfolp69y9we,803274,2024-12-25,510527,9,1003935
u46ysxqlr3dh,802737,2025-01-19,500911,3,1003918
qvuukj8h1itt,800489,2023-10-25,512392,10,1004309
8idliarlwb5e,801480,2024-05-09,500549,10,1000962
4xcckl9lngtn,805746,2024-08-03,508333,10,1001927
o3tehuxmvu0v,802407,2024-09-29,507645,2,1004173
2gfn8vz8xyat,806317,2024-09-30,501613,1,1001604
zjh0i8eoc5gi,803599,2025-03-24,503414,10,1001826
jz57oskn00wb,808594,2024-01-25,500444,6,1000741
nh13dn9konkh,807550,2025-02-08,516739,10,1004818
ojbhr0zvl1lw,807147,2024-09-15,512990,7,1004095
hxxfq8lxzknx,807127,2023-02-13,510697,10,1002668
d37ot5b5ne0t,807805,2024-09-28,501561,6,1004555
bylcdvvgnubs,801508,2024-07-03,511271,2,1003112
tsnbvbv70leu,801952,2023-05-21,503956,5,1002611
jzi5shkdn8fn,807988,2024-06-05,511438,5,1000642
9n0jl57giwow,804991,2024-07-07,510358,3,1002024
mu7ecyp145bq,809634,2024-04-10,507418,2,1003545
06fv67d1oip0,808873,2023-02-07,519306,10,1001696
vjc497viypw9,805897,2024-03-27,504106,5,1004358
pm2vpa3ui34f,802435,2024-12-17,517124,1,1003522
joq4sjb9jgxw,809949,2023-12-22,508693,3,1004406
25qvy4k87pc0,805950,2023-06-17,512321,1,1004638
uh2ave5iqlr5,806216,2024-04-14,504469,7,1004374
gb6bl92cg4m8,805228,2024-12-19,500941,4,1000265
wbymatdsin7a,801766,2024-11-21,512994,3,1001445
mccfm2vs03d8,800062,2024-12-02,503949,10,1003785
b8jpoznrx8vq,805736,2025-04-01,517944,7,1000285
dv7nmyrcn8v3,803303,2024-03-24,505371,3,1004884
8lox88mvmg1p,804217,2024-04-10,500412,2,1002633
8p1gmif7s1sx,803460,2024-10-21,515773,2,1001048
87qx8i7mftm8,806228,2024-01-13,507539,4,1000152
3tkz3ris3f2t,802546,2024-10-31,507152,4,1004803
u356ptc4j78i,807800,2025-02-05,506272,9,1001578
8o8rql7i53un,801393,2025-02-27,509673,9,1003431
vjwr8207ykog,805713,2024-09-12,514000,3,1001382
rvaa9xssfmme,807853,2024-02-01,502784,8,1002281
4lfomm2cd6h1,808932,2025-03-29,519851,6,1004260
9jf1rsar3op2,800417,2024-02-19,517187,3,1004845
ho8knub3onuv,800815,2025-02-27,505758,8,1004473
7kp6v4cxsv6l,801506,2025-04-02,511448,7,1003284
resis0ogzsu1,801708,2024-01-14,501961,9,1004466
ixjt8024x82x,804970,2024-07-24,505184,7,1003653
hxli5y825lqu,808704,2025-02-19,501753,1,1002808
zz9qs7914edz,805497,2024-12-29,509217,3,1000717
bs31m7j8rbne,801504,2023-06-20,513771,2,1001123
jwfia6w3rva6,803406,2024-08-26,516548,6,1003659
63gtn1qr9z26,803723,2024-08-09,504416,8,1000814
yi36ln329kbf,805870,2024-09-24,505461,6,1000738
gas479nbrmyo,801447,2024-10-15,517698,2,1002095
jp5b5ep8bda6,805188,2024-11-28,511393,7,1004301
get9x96lml32,800658,2025-01-01,504446,10,1004314
mtt4dx821xn4,807819,2024-11-14,511447,6,1002714
5tytonhfd3l5,808143,2024-08-20,512875,2,1002882
omibbkptgujp,804916,2025-02-26,505855,2,1004329
wkh0c89bzoij,809723,2025-01-27,516050,10,1001358
tb8k3uq6e3sy,806633,2024-06-04,501835,8,1003731
6bumbb3tetfd,809078,2024-09-20,505386,1,1004648
zog9h2xmys86,809604,2024-11-15,511885,1,1003168
9e2mrl7fo9u7,807016,2024-09-22,510882,5,1004119
q5wgq7jyusq8,802232,2023-04-26,512329,9,1004189
14jvb1ubv9bv,800552,2024-07-24,501323,7,1004524
sagks1jsxbkq,801430,2024-05-13,505859,3,1003423
bo99uyaoe75x,809153,2025-01-06,511928,7,1003934
5yk8gqa1dtpp,809824,2023-06-06,500498,8,1002409
u0h2zur0akq1,805112,2025-03-09,512040,2,1001243
nzumox1zfe9k,802853,2025-03-18,513627,8,1002356
o34lo1r3ztsk,803133,2023-10-27,512093,9,1003519
7hc9gbrkk9yk,801476,2024-12-26,513638,7,1003218
ossho1gtfwxn,809673,2025-03-05,519249,7,1001756
py83jy7gzjbp,807811,2023-05-23,510734,1,1004264
wmlbt9p6zfs3,809692,2024-05-15,514401,6,1002447
054sw75b06mv,804689,2024-08-28,501578,2,1004299
fnowdgf541jb,806993,2025-02-18,510626,5,1002250
p4xoikoeyle2,800523,2024-05-07,506357,8,1002183
e6fx14aoakpi,805434,2024-12-10,513817,9,1002165
cf6ujwsow5y2,805394,2024-05-19,510447,2,1003660
s3dowyzt4o5m,805733,2024-09-02,507311,10,1000441
tzor2iai6662,807846,2024-11-08,519011,3,1002470
qcy1vmbyg7g1,806424,2025-02-26,512538,6,1001938
tcskgzoc3ron,807052,2024-04-27,505233,3,1002146
y87c7hg7ps58,807135,2024-12-29,501784,4,1004061
vi4zj3oljkhi,802928,2023-10-11,516783,7,1002396
3ui2cc390an3,801830,2024-12-01,505931,3,1002032
m7c2pousjfvf,808980,2024-08-12,517525,8,1001779
wfcs1w7vb7ng,804073,2024-08-10,518649,6,1001056
ezbtbquemk53,804736,2025-01-19,508350,3,1000703
0805zpfn54w5,804241,2025-01-28,503459,7,1001258
u1ahjaowx1zq,806124,2025-04-08,500247,3,1001183
ayv8sfsiolb1,804755,2023-11-14,508076,4,1002690
ao6b0iopszao,807278,2024-11-06,511340,5,1003394
0wqsiyxu8zba,807089,2024-08-06,506840,6,1002185
adqsmpvoh8i4,803595,2024-04-23,500124,2,1000898
b15zdna89spl,808396,2024-06-03,514130,7,1000376
jm0kj6x75yi8,808810,2025-03-11,501190,7,1002774
4xbdu4axniay,804995,2025-03-28,506762,7,1002497
1fxh0wret0lm,801753,2025-02-22,515050,1,1001581
am07dup2xvq1,805598,2025-02-06,511903,4,1002236
7l61azclgl6g,801637,2024-11-14,516264,6,1002843
esjetluw37bm,807403,2024-03-17,511761,6,1002730
6h452mhdh3lk,805933,2025-04-08,501334,7,1000096
m6haw6nriy7x,800820,2024-02-28,513160,6,1000876
ldncwyqy9mor,801358,2024-09-07,519465,1,1002891
aokwoz9kl0o7,805170,2024-10-10,502829,5,1004047
nl4odix307np,805438,2023-06-28,506766,10,1002899
2y47j7rm7iv4,808795,2025-03-26,503950,3,1004750
8upwg18svhsb,800976,2025-01-03,517435,3,1004319
xfou0e18uoxd,804441,2023-05-30,515782,2,1001945
nrdtgyszd2qc,805007,2024-04-15,507865,1,1001633
15x4vfpjpmat,808450,2024-07-27,502255,6,1003486
wq9sx0axas8m,807333,2024-05-06,511152,1,1003222
bpc1lece1p52,801384,2024-10-26,506506,1,1004169
osox3gmowoj5,800399,2023-03-13,514358,10,1002428
rjord71iz9x2,802698,2024-11-05,504565,7,1003646
hklyzxizo2g6,800933,2024-09-29,512432,4,1003765
a6c9ulvx2njd,803992,2023-05-14,518409,2,1000605
khjty1fmecn0,805536,2024-12-21,506643,10,1004780
7gerg3wwgjzu,800675,2023-05-15,518812,10,1000258
ngtx2mnjtvzs,800092,2024-08-30,501440,9,1003589
3e7m5s3eatsb,804628,2024-02-09,519018,6,1004916
ifmwn2jlis3s,800391,2023-11-28,518473,10,1000250
15xutfrlc7tw,807274,2025-02-06,505140,2,1001832
falzzlsaszl8,801393,2025-03-28,515702,5,1003636
cx7un95sibic,807259,2023-08-06,516424,10,1001876
26wgxawflnye,801563,2024-06-22,500861,4,1001673
dki806hw8rpr,803550,2025-01-29,507571,1,1001843
47v2tccehii3,803310,2025-04-09,516822,6,1004351
93aw5a9yfp3c,807058,2024-10-26,506029,5,1000389
qo8y6mh7e0ot,801679,2024-11-22,502807,6,1004573
ont1tvwzgpa4,809011,2023-10-24,503084,5,1000679
rh73glwkc1yn,807741,2023-11-10,511177,7,1001830
wn1kj0c1l3r1,805103,2024-04-04,501010,6,1000787
qea0h2w2xrfr,802186,2024-11-17,519184,1,1002244
sqf2kwb2qc8h,804185,2025-02-11,519577,7,1001724
bfhu5dwt3eyz,807101,2024-12-09,519613,9,1000269
33dmi1wtvmo6,802605,2023-11-18,510598,6,1004027
u1wf3pb0xy90,802813,2023-07-02,517089,2,1002934
fsypu56qbp0u,809482,2024-10-07,507314,2,1000634
brxu4vxb57oz,802014,2024-09-21,506401,8,1001458
eg1ktuu2e290,801870,2024-11-13,515008,9,1003510
k2k6pgqa46rc,802948,2024-11-28,508781,1,1004037
2xms1yz3cr3z,801569,2023-07-26,514461,6,1001157
ts3ulszxvfxm,801153,2025-01-16,519516,3,1003078
e7uwbdzsp2fd,806419,2025-03-31,505981,3,1001429
loiakfp4geqf,803511,2024-01-13,502571,8,1003819
70tknun5bu0z,809918,2024-11-22,504062,5,1000438
o3hpq3fek9qx,806411,2025-02-10,508851,4,1000469
87mvn4z5agiz,803229,2024-08-31,515695,9,1000730
tded5b7vyi9t,807774,2024-04-25,509986,3,1004277
lsondxs4ok65,809847,2025-04-03,503281,4,1000183
mld5ynwoauti,808641,2024-09-30,513412,2,1000998
2hvpfi24y9f9,803626,2024-11-01,513561,5,1002779
avyquf1pqsz7,806585,2024-10-14,502114,7,1001375
7k0jrdzwjjws,805283,2025-02-19,506177,2,1004548
roqpaqd103gy,809317,2024-06-21,513585,4,1003516
jsgambiaj2f4,809735,2024-10-15,506175,4,1003151
wtqspuhzx0n1,809900,2024-04-25,519038,1,1003395
65byc5pwv3eo,803848,2024-06-21,514486,7,1002325
db5pbdsfo6jk,802272,2023-10-15,518836,9,1004843
zg8djii2cg0d,807720,2024-07-15,512072,2,1003890
eiargui20zf5,800943,2024-12-13,507855,1,1003141
3c582mvan0ea,803891,2024-10-24,503865,10,1001593
luh0edeptiw6,802053,2024-04-22,510226,9,1002059
ow522qyy8oxp,802160,2024-12-11,517047,9,1003323
ib1asww4biq7,808774,2024-11-18,512016,10,1004255
